timestamp,cpu_usage_percent
2025-12-23 21:36:58,20.007407407406895
2025-12-23 21:37:13,19.91481481481432
2025-12-23 21:37:28,20.000000000000018
2025-12-23 21:37:43,19.777777777778326
2025-12-23 21:37:58,20.23703703703683
2025-12-23 21:38:13,19.651851851851674
2025-12-23 21:38:28,20.362962962962804
2025-12-23 21:38:43,20.44444444444473
2025-12-23 21:38:58,20.79981630446176
2025-12-23 21:39:13,19.722222222222907
2025-12-23 21:39:28,19.659259259259244
2025-12-23 21:39:43,19.522349141442398
2025-12-23 21:39:58,20.309016435941206
2025-12-23 21:40:13,19.555555555555294
2025-12-23 21:40:28,19.896296296296068
2025-12-23 21:40:43,19.32054729574506
2025-12-23 21:40:58,20.63333333333437
2025-12-23 21:41:13,20.070370370370572
2025-12-23 21:41:28,20.625925925926126
2025-12-23 21:41:43,19.533333333333257
2025-12-23 21:41:58,19.705352976468415
2025-12-23 21:42:13,20.348148148149015
2025-12-23 21:42:28,21.684962149830035
2025-12-23 21:42:43,21.60370370370368
2025-12-23 21:42:58,21.044444444443666
2025-12-23 21:43:13,20.68906766226677
2025-12-23 21:43:28,21.105851501209848
2025-12-23 21:43:43,20.514814814814606
2025-12-23 21:43:58,19.877777777777826
2025-12-23 21:44:13,19.370370370372136
2025-12-23 21:44:28,19.940740740740804
2025-12-23 21:44:43,19.811111111111046
2025-12-23 21:44:58,20.944444444444187
2025-12-23 21:45:13,21.077777777778405
2025-12-23 21:45:28,22.051612520924568
2025-12-23 21:45:43,21.018518518517848
2025-12-23 21:45:58,21.03703703703679
2025-12-23 21:46:13,20.244603463857004
2025-12-23 21:46:28,20.881481481482535
2025-12-23 21:46:43,20.32962962962942
2025-12-23 21:46:58,20.62927739756544
